"midas","year","zsmed","Ts","zT","zhypox","zanox","Ps","Pb","Chla","strat_on","strat_off","strat_days","hypox_on","hypox_off","hypox_days","anox_on","anox_off","anox_days","ice_out","ice_days"
"1036",1989,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA
"1036",1990,8,23.3,5,7,7,9,NA,1.4,232,232,0,232,232,0,232,232,0,127,NA
"1036",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA
"1036",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,NA
"1036",1993,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA
"1036",1994,9.5,20.1,5,6,6,4,4,1.3,177,177,0,177,177,0,177,177,0,123,NA
"1036",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA
"1036",1996,8.5,22.3,5,6,6,4,6,1.1,153,234,81,153,153,0,153,153,0,117,NA
"1036",1997,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,NA
"1036",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA
"1036",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA
"1036",2000,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA
"1036",2001,10.25,23.9,5,6,6,3,NA,NA,229,229,0,229,229,0,229,229,0,123,NA
"1036",2002,9.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA
"1036",2003,9.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA
"1036",2004,11.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA
"1036",2005,9.45,18.4,0,0,0,NA,NA,NA,155,155,0,155,155,0,155,155,0,114,NA
"1036",2006,9.2,20.8,6,7,7,5,NA,1.7,140,227,87,140,227,87,140,227,87,103,NA
"1036",2007,8.12,17.7,4,1,1,NA,NA,NA,160,160,0,160,160,0,160,160,0,126,NA
"1036",2008,8.175,21.5,4,6,6,NA,NA,NA,166,273,107,166,273,107,166,237,71,126,NA
"1036",2009,9.405,17.5,6,6,6,NA,NA,NA,164,164,0,164,164,0,164,164,0,115,NA
"1036",2010,10.75,19.7,5,0,0,NA,NA,NA,163,163,0,163,163,0,163,163,0,97,NA
"1036",2011,9.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,NA
"1036",2012,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA
"1036",2013,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA
"1036",2014,10.6,21.9,0,4,4,NA,NA,NA,162,162,0,162,162,0,162,162,0,125,NA
"1036",2015,11.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA
"1036",2016,9.175,22.9,7,NA,NA,5,NA,1.1,252,252,0,NA,NA,NA,NA,NA,NA,NA,NA
"1036",2017,9.7,23.2,6,7,7,NA,NA,NA,198,253,55,198,253,55,198,253,55,NA,NA
"1036",2018,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,NA
"1050",1981,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",1992,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",1993,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",1994,3.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",1995,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",1996,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",1997,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",1999,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",2000,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",2001,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",2002,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",2003,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",2004,4.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",2005,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",2006,3.7,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",2007,3.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",2008,3.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",2009,3.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",2010,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",2011,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",2012,3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",2013,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",2014,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064",2003,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064",2004,4.5,20.4,NA,NA,NA,12,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064",2005,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064",2006,3.48,20.2,NA,NA,NA,9,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068",1977,6.4,15,NA,NA,NA,NA,7,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068",1996,6.2,21.8,6,7,8,8,12,1.8,233,233,0,233,233,0,233,233,0,NA,NA
"1068",2000,8.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068",2001,8.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068",2002,7.6,23.7,NA,NA,NA,3,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068",2005,6.3,23.7,7,8,10,NA,NA,NA,220,220,0,220,220,0,220,220,0,NA,NA
"1068",2006,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068",2007,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068",2008,7.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068",2009,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068",2010,7.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068",2011,7.155,21.6,NA,NA,NA,6,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA
"1068",2012,7.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1070",1940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA
"1070",1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,NA
"1070",1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,NA
"1070",1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,NA
"1070",1944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,NA
"1070",1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA
"1070",1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA
"1070",1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,NA
"1070",1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,NA
"1070",1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA
"1070",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA
"1070",1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA
"1070",1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA
"1070",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA
"1070",1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA
"1070",1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,NA
"1070",1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA
"1070",1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA
"1070",1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA
"1070",1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA
"1070",1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,NA
"1070",1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA
"1070",1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA
"1070",1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA
"1070",1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA
"1070",1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA
"1070",1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA
"1070",1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA
"1070",1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA
"1070",1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA
"1070",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA
"1070",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA
"1070",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,NA
"1070",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,NA
"1070",1974,8,22.5,12.2,NA,NA,NA,NA,1.4,233,233,0,NA,NA,NA,NA,NA,NA,122,NA
"1070",1975,8.45,8.45,19,12,0,NA,NA,1.35,258,258,0,99,258,159,99,99,0,126,NA
"1070",1976,8.4,19,6,9.1,0.5,12,NA,2.1,244,244,0,98,244,146,98,98,0,113,NA
"1070",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA
"1070",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,NA
"1070",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA
"1070",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA
"1070",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA
"1070",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA
"1070",1983,7.6,22,10,NA,NA,NA,5,1.9,222,222,0,NA,NA,NA,NA,NA,NA,108,NA
"1070",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA
"1070",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA
"1070",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA
"1070",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA
"1070",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA
"1070",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA
"1070",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,NA
"1070",1991,7.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA
"1070",1992,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,NA
"1070",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA
"1070",1994,6.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,NA
"1070",1995,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA
"1070",1996,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA
"1070",1997,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA
"1070",1998,7.4,22,10,22,NA,6,NA,2.5,240,240,0,240,240,0,NA,NA,NA,108,NA
"1070",1999,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA
"1070",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA
"1070",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA
"1070",2002,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA
"1070",2003,9.1,22.7,8,NA,NA,3,NA,1.6,231,231,0,NA,NA,NA,NA,NA,NA,130,NA
"1070",2003,9.1,22.7,8,NA,NA,3,NA,1.6,231,231,0,NA,NA,NA,NA,NA,NA,127,NA
"1070",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,NA
"1070",2005,9.575,21.1,9,NA,NA,NA,5.5,NA,240,240,0,NA,NA,NA,NA,NA,NA,115,NA
"1070",2006,8.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA
"1070",2007,8.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA
"1070",2007,8.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,NA
"1070",2008,8.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA
"1070",2008,8.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA
"1070",2009,8.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA
"1070",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA
"1070",2011,8.91,20.9,9,NA,NA,5,NA,2.4,236,236,0,NA,NA,NA,NA,NA,NA,118,NA
"1070",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA
"1070",2013,7.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA
"1070",2014,8.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA
"1070",2016,9.76,22.6,8,35,NA,6,NA,1.5,223,223,0,223,223,0,NA,NA,NA,NA,NA
"1070",2017,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078",2001,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078",2003,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078",2004,3.83,20.7,NA,NA,NA,10,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078",2011,4.67,23.4,NA,NA,NA,9,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA
"1084",2004,4.8,21.7,NA,NA,NA,6,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086",1991,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086",1992,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086",2004,9.3,22,7,15,NA,5,NA,1.7,232,232,0,232,232,0,NA,NA,NA,NA,NA
"1086",2014,8.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086",2015,8.7,22.8,6,8,8,2,NA,1,223,223,0,223,223,0,223,223,0,NA,NA
"1088",1984,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088",1989,5.1,18,7,8,NA,7,NA,1.7,244,244,0,244,244,0,NA,NA,NA,NA,NA
"1088",1996,4.4,22.6,0,9,NA,9,10,4.4,235,235,0,235,235,0,NA,NA,NA,NA,NA
"1088",2011,5.3,19.2,5,9,17.5,6.5,NA,2.5,147,285,138,147,285,138,147,285,138,NA,NA
"1088",2012,6.025,21.95,3,7,0.5,4,NA,2.3,124,265,141,124,265,141,124,265,141,NA,NA
"1088",2013,5,22.9,3.5,8,0.5,6,NA,2.85,128,270,142,128,270,142,128,270,142,NA,NA
"1088",2014,5.4,22.5,2,8.5,19,7,NA,3.1,129,260,131,129,260,131,129,260,131,NA,NA
"1088",2015,5.75,21,6,9,14,5.5,NA,2.8,155,265,110,201,265,64,253,265,12,NA,NA
"1088",2016,6.25,20.1,5,9,7.75,6,NA,2.4,154,264,110,140,264,124,140,264,124,NA,NA
"1088",2017,6,21.4,4.5,8,7.75,5.5,NA,2.6,144,269,125,144,269,125,144,269,125,NA,NA
"1088",2018,6.175,18.5,5.5,9.5,14,5,NA,2,130,270,140,130,270,140,130,270,140,NA,NA
"1096",1952,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1096",1989,9.6,18.5,8,NA,NA,10,NA,3,244,244,0,NA,NA,NA,NA,NA,NA,NA,NA
"1096",1996,9.4,22.5,7,NA,NA,5,6,1.8,235,235,0,NA,NA,NA,NA,NA,NA,NA,NA
"1096",2001,12.45,24,6,8,8,5,NA,1.9,227,227,0,227,227,0,227,227,0,NA,NA
"1096",2011,9.8,20.1,6,8,8,4,NA,1.8,167,285,118,147,181,34,147,181,34,NA,NA
"1096",2012,10.05,18.1,7,0,0,2,NA,1.7,124,265,141,124,170,46,124,170,46,NA,NA
"1096",2013,9.55,19.8,4,0.5,0.5,3.5,NA,1.95,128,270,142,128,190,62,128,190,62,NA,NA
"1096",2014,9.1,22.4,4,0.5,0.5,4,NA,1.8,129,260,131,129,191,62,129,191,62,NA,NA
"1096",2015,8.6,20.9,6.5,6,6,3,NA,2.5,155,265,110,155,169,14,155,169,14,NA,NA
"1096",2016,9.45,20.5,5.5,0.5,0.5,4,NA,1.4,140,264,124,140,264,124,140,154,14,NA,NA
"1096",2017,10.4,22.35,6,0.5,0.5,4,NA,1.8,137,269,132,137,137,0,137,137,0,NA,NA
"1096",2018,8.9,23.9,1,4.5,4.5,3,NA,2,151,270,119,151,162,11,151,162,11,NA,NA
"1100",1977,4.5,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100",1988,3,8.2,NA,0,0,NA,NA,NA,NA,NA,NA,118,118,0,118,118,0,NA,NA
"1100",1989,5.2,17.6,7,NA,NA,6,NA,13.6,244,244,0,NA,NA,NA,NA,NA,NA,NA,NA
"1100",1996,5.4,23.4,0,NA,NA,6,8,2.7,228,228,0,NA,NA,NA,NA,NA,NA,NA,NA
"1100",2011,6.45,19.2,5,0.5,0.5,5,NA,3.4,147,285,138,147,285,138,147,147,0,NA,NA
"1100",2012,6.95,19.7,5,0,0,6,NA,2.85,143,265,122,124,265,141,124,159,35,NA,NA
"1100",2013,6.95,21.2,3,0.5,0.5,5,NA,3,128,270,142,128,170,42,128,170,42,NA,NA
"1100",2014,7.05,18.2,3,7,7,5,NA,4.1,129,260,131,129,260,131,129,173,44,NA,NA
"1100",2015,6.4,19.6,6,0.5,0.5,5,NA,3.9,147,265,118,147,265,118,147,169,22,NA,NA
"1100",2016,7.55,20.4,4,4,2.25,6,NA,2.3,140,258,118,140,258,118,140,154,14,NA,NA
"1100",2017,7.925,22.2,5,13,0.5,4,NA,2.6,158,269,111,137,269,132,137,158,21,NA,NA
"1100",2018,7.25,24.2,5,10,1,5,NA,3,151,270,119,151,270,119,151,162,11,NA,NA
"1106",2001,6.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110",1989,6.4,18.9,11,12,NA,5,NA,4.1,244,244,0,244,244,0,NA,NA,NA,NA,NA
"1110",2004,6.095,20.7,10,NA,NA,NA,NA,NA,197,197,0,NA,NA,NA,NA,NA,NA,NA,NA
"1110",2009,8.05,20.3,0.5,9,0.5,4.5,NA,2,156,232,76,156,254,98,156,156,0,NA,NA
"1110",2010,7.7,19,6.5,11,6.5,5,NA,2.1,196,224,28,132,224,92,132,224,92,NA,NA
"1110",2011,7.6,18.7,6,10,12,5,NA,2,158,258,100,145,258,113,145,258,113,NA,NA
"1110",2012,7.65,20.6,6,8,5.5,4,NA,2.15,144,258,114,123,258,135,123,258,135,NA,NA
"1110",2013,7.55,19.3,7,8,5.25,5,NA,1.95,121,246,125,121,246,125,121,246,125,NA,NA
"1110",2014,8.05,19.4,4,9,5.75,4,NA,1.8,149,258,109,132,258,126,132,258,126,NA,NA
"1110",2015,8.1,21.5,5,10,12,4,NA,1.9,149,257,108,149,257,108,149,257,108,NA,NA
"1110",2016,8.05,20.8,4,5.25,0.5,4,NA,1.4,145,250,105,125,250,125,125,250,125,NA,NA
"1110",2017,9.15,21.8,8,10,13,5,NA,2.2,166,240,74,129,240,111,129,240,111,NA,NA
"1110",2018,8.975,22.2,1,9,10.5,4,NA,2,129,257,128,129,257,128,129,257,128,NA,NA
"1116",2001,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA
"113",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA
"1138",2001,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144",2001,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148",2001,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150",1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA
"1150",1901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA
"1150",1902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA
"1150",1903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA
"1150",1904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,NA
"1150",1905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA
"1150",1906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,NA
"1150",1907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,NA
"1150",1908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA
"1150",1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,NA
"1150",1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA
